Fig 3B,,,
Group,Bin_name_1,Bin_name_2,average_r
T,Bin614,Bin99,0.60 
T,Bin621,Bin99,0.70 
T,Bin624,Bin99,0.74 
T,Bin653,Bin99,0.56 
T,Bin692,Bin99,0.71 
T,Bin703,Bin99,0.69 
T,Bin727,Bin99,0.74 
T,Bin786,Bin99,0.74 
T,Bin812,Bin99,0.75 
T,Bin827,Bin99,0.76 
T,Bin934,Bin99,0.71 
T,Bin948,Bin99,0.66 
T,Bin1004,Bin99,0.69 
T,Bin1005,Bin99,0.67 
T,Bin1016,Bin99,0.55 
T,Bin1028,Bin99,0.55 
T,Bin1075,Bin99,0.59 
T,Bin1082,Bin99,0.81 
T,Bin103,Bin101,0.75 
T,Bin133,Bin101,0.57 
T,Bin135,Bin101,0.74 
T,Bin141,Bin101,0.74 
T,Bin147,Bin101,0.81 
T,Bin152,Bin101,0.64 
T,Bin153,Bin101,0.76 
T,Bin182,Bin101,0.83 
T,Bin206,Bin101,0.85 
T,Bin214,Bin101,0.78 
T,Bin258,Bin101,0.80 
T,Bin291,Bin101,0.75 
T,Bin309,Bin101,0.82 
T,Bin325,Bin101,0.70 
T,Bin329,Bin101,0.72 
T,Bin330,Bin101,0.67 
T,Bin340,Bin101,0.72 
T,Bin341,Bin101,0.65 
T,Bin362,Bin101,0.81 
T,Bin392,Bin101,0.62 
T,Bin413,Bin101,0.81 
T,Bin421,Bin101,0.83 
T,Bin440,Bin101,0.70 
T,Bin454,Bin101,0.70 
T,Bin456,Bin101,0.78 
T,Bin484,Bin101,0.78 
T,Bin503,Bin101,0.74 
T,Bin544,Bin101,0.73 
T,Bin551,Bin101,0.83 
T,Bin555,Bin101,0.79 
T,Bin558,Bin101,0.54 
T,Bin562,Bin101,0.82 
T,Bin567,Bin101,0.72 
T,Bin573,Bin101,0.66 
T,Bin574,Bin101,0.86 
T,Bin599,Bin101,0.64 
T,Bin601,Bin101,0.81 
T,Bin605,Bin101,0.63 
T,Bin634,Bin101,0.61 
T,Bin640,Bin101,0.69 
T,Bin668,Bin101,0.56 
T,Bin672,Bin101,0.83 
T,Bin705,Bin101,0.70 
T,Bin723,Bin101,0.75 
T,Bin726,Bin101,0.68 
T,Bin741,Bin101,0.73 
T,Bin743,Bin101,0.68 
T,Bin751,Bin101,0.81 
T,Bin754,Bin101,0.58 
T,Bin762,Bin101,0.67 
T,Bin765,Bin101,0.83 
T,Bin784,Bin101,0.62 
T,Bin787,Bin101,0.77 
T,Bin809,Bin101,0.61 
T,Bin810,Bin101,0.55 
T,Bin811,Bin101,0.79 
T,Bin813,Bin101,0.77 
T,Bin814,Bin101,0.56 
T,Bin824,Bin101,0.72 
T,Bin855,Bin101,0.73 
T,Bin873,Bin101,0.85 
T,Bin886,Bin101,0.74 
T,Bin907,Bin101,0.84 
T,Bin933,Bin101,0.51 
T,Bin936,Bin101,0.75 
T,Bin941,Bin101,0.66 
T,Bin946,Bin101,0.66 
T,Bin959,Bin101,0.92 
T,Bin960,Bin101,0.66 
T,Bin977,Bin101,0.75 
T,Bin979,Bin101,0.72 
T,Bin980,Bin101,0.64 
T,Bin1051,Bin101,0.77 
T,Bin1067,Bin101,0.81 
T,Bin1088,Bin101,0.77 
T,Bin1097,Bin101,0.83 
T,Bin141,Bin103,0.74 
T,Bin147,Bin103,0.72 
T,Bin153,Bin103,0.72 
T,Bin182,Bin103,0.79 
T,Bin206,Bin103,0.84 
T,Bin214,Bin103,0.72 
T,Bin218,Bin103,0.76 
T,Bin258,Bin103,0.73 
T,Bin287,Bin103,0.77 
T,Bin291,Bin103,0.71 
T,Bin309,Bin103,0.73 
T,Bin325,Bin103,0.70 
T,Bin329,Bin103,0.67 
T,Bin330,Bin103,0.62 
T,Bin341,Bin103,0.67 
T,Bin364,Bin103,0.66 
T,Bin392,Bin103,0.67 
T,Bin413,Bin103,0.69 
T,Bin421,Bin103,0.75 
T,Bin454,Bin103,0.64 
T,Bin484,Bin103,0.74 
T,Bin503,Bin103,0.70 
T,Bin544,Bin103,0.78 
T,Bin551,Bin103,0.75 
T,Bin562,Bin103,0.73 
T,Bin573,Bin103,0.73 
T,Bin574,Bin103,0.71 
T,Bin594,Bin103,0.56 
T,Bin601,Bin103,0.81 
T,Bin605,Bin103,0.71 
T,Bin634,Bin103,0.66 
T,Bin640,Bin103,0.80 
T,Bin672,Bin103,0.71 
T,Bin677,Bin103,0.49 
T,Bin689,Bin103,0.83 
T,Bin690,Bin103,0.64 
T,Bin705,Bin103,0.74 
T,Bin726,Bin103,0.66 
T,Bin741,Bin103,0.72 
T,Bin743,Bin103,0.72 
T,Bin751,Bin103,0.73 
T,Bin754,Bin103,0.66 
T,Bin765,Bin103,0.69 
T,Bin787,Bin103,0.66 
T,Bin809,Bin103,0.77 
T,Bin811,Bin103,0.69 
T,Bin813,Bin103,0.81 
T,Bin814,Bin103,0.63 
T,Bin822,Bin103,0.53 
T,Bin843,Bin103,0.71 
T,Bin855,Bin103,0.78 
T,Bin873,Bin103,0.79 
T,Bin886,Bin103,0.69 
T,Bin907,Bin103,0.64 
T,Bin909,Bin103,0.59 
T,Bin936,Bin103,0.79 
T,Bin938,Bin103,0.55 
T,Bin941,Bin103,0.63 
T,Bin946,Bin103,0.70 
T,Bin959,Bin103,0.80 
T,Bin974,Bin103,0.64 
T,Bin977,Bin103,0.79 
T,Bin980,Bin103,0.68 
T,Bin1051,Bin103,0.71 
T,Bin1079,Bin103,0.68 
T,Bin1088,Bin103,0.70 
T,Bin1097,Bin103,0.69 
T,Bin118,Bin104,0.59 
T,Bin274,Bin104,0.65 
T,Bin281,Bin104,0.64 
T,Bin321,Bin104,0.71 
T,Bin332,Bin104,0.61 
T,Bin334,Bin104,0.67 
T,Bin411,Bin104,0.69 
T,Bin419,Bin104,0.60 
T,Bin460,Bin104,0.62 
T,Bin698,Bin104,0.54 
T,Bin701,Bin104,0.65 
T,Bin775,Bin104,0.79 
T,Bin790,Bin104,0.71 
T,Bin975,Bin104,0.61 
T,Bin1060,Bin104,0.66 
T,Bin1091,Bin104,0.57 
T,Bin136,Bin105,0.53 
T,Bin1012,Bin105,0.60 
T,Bin154,Bin106,0.54 
T,Bin176,Bin106,0.84 
T,Bin278,Bin106,0.77 
T,Bin313,Bin106,0.79 
T,Bin321,Bin106,0.60 
T,Bin332,Bin106,0.61 
T,Bin345,Bin106,0.56 
T,Bin375,Bin106,0.82 
T,Bin411,Bin106,0.73 
T,Bin419,Bin106,0.66 
T,Bin444,Bin106,0.59 
T,Bin457,Bin106,0.63 
T,Bin460,Bin106,0.66 
T,Bin649,Bin106,0.58 
T,Bin775,Bin106,0.68 
T,Bin790,Bin106,0.58 
T,Bin911,Bin106,0.76 
T,Bin932,Bin106,0.55 
T,Bin935,Bin106,0.54 
T,Bin1074,Bin106,0.86 
T,Bin1083,Bin106,0.56 
T,Bin1094,Bin106,0.63 
T,Bin693,Bin107,0.55 
T,Bin117,Bin108,0.64 
T,Bin136,Bin108,0.52 
T,Bin142,Bin108,0.60 
T,Bin151,Bin108,0.56 
T,Bin155,Bin108,0.80 
T,Bin220,Bin108,0.80 
T,Bin354,Bin108,0.81 
T,Bin567,Bin108,0.51 
T,Bin614,Bin108,0.58 
T,Bin731,Bin108,0.79 
T,Bin812,Bin108,0.73 
T,Bin869,Bin108,0.83 
T,Bin932,Bin108,0.77 
T,Bin959,Bin108,0.71 
T,Bin1082,Bin108,0.54 
T,Bin1098,Bin108,0.56 
T,Bin113,Bin109,0.55 
T,Bin117,Bin109,0.76 
T,Bin136,Bin109,0.75 
T,Bin146,Bin109,0.71 
T,Bin157,Bin109,0.72 
T,Bin161,Bin109,0.72 
T,Bin162,Bin109,0.82 
T,Bin178,Bin109,0.79 
T,Bin181,Bin109,0.76 
T,Bin194,Bin109,0.63 
T,Bin217,Bin109,0.59 
T,Bin219,Bin109,0.63 
T,Bin272,Bin109,0.63 
T,Bin276,Bin109,0.62 
T,Bin277,Bin109,0.74 
T,Bin299,Bin109,0.80 
T,Bin328,Bin109,0.82 
T,Bin334,Bin109,0.64 
T,Bin335,Bin109,0.79 
T,Bin336,Bin109,0.77 
T,Bin351,Bin109,0.73 
T,Bin358,Bin109,0.83 
T,Bin369,Bin109,0.88 
T,Bin374,Bin109,0.74 
T,Bin385,Bin109,0.76 
T,Bin438,Bin109,0.79 
T,Bin439,Bin109,0.65 
T,Bin443,Bin109,0.71 
T,Bin445,Bin109,0.78 
T,Bin465,Bin109,0.68 
T,Bin492,Bin109,0.79 
T,Bin497,Bin109,0.71 
T,Bin510,Bin109,0.59 
T,Bin527,Bin109,0.65 
T,Bin535,Bin109,0.80 
T,Bin547,Bin109,0.61 
T,Bin553,Bin109,0.63 
T,Bin585,Bin109,0.90 
T,Bin590,Bin109,0.70 
T,Bin598,Bin109,0.68 
T,Bin604,Bin109,0.68 
T,Bin614,Bin109,0.68 
T,Bin619,Bin109,0.77 
T,Bin621,Bin109,0.79 
T,Bin622,Bin109,0.58 
T,Bin624,Bin109,0.66 
T,Bin626,Bin109,0.68 
T,Bin653,Bin109,0.67 
T,Bin657,Bin109,0.65 
T,Bin665,Bin109,0.57 
T,Bin675,Bin109,0.60 
T,Bin691,Bin109,0.73 
T,Bin703,Bin109,0.69 
T,Bin706,Bin109,0.69 
T,Bin727,Bin109,0.80 
T,Bin753,Bin109,0.61 
T,Bin760,Bin109,0.81 
T,Bin770,Bin109,0.62 
T,Bin771,Bin109,0.72 
T,Bin786,Bin109,0.66 
T,Bin790,Bin109,0.64 
T,Bin793,Bin109,0.82 
T,Bin812,Bin109,0.76 
T,Bin827,Bin109,0.76 
T,Bin831,Bin109,0.68 
T,Bin861,Bin109,0.77 
T,Bin897,Bin109,0.64 
T,Bin899,Bin109,0.73 
T,Bin903,Bin109,0.73 
T,Bin908,Bin109,0.70 
T,Bin934,Bin109,0.65 
T,Bin935,Bin109,0.76 
T,Bin948,Bin109,0.72 
T,Bin949,Bin109,0.69 
T,Bin984,Bin109,0.61 
T,Bin1003,Bin109,0.66 
T,Bin1004,Bin109,0.70 
T,Bin1005,Bin109,0.67 
T,Bin1006,Bin109,0.81 
T,Bin1012,Bin109,0.72 
T,Bin1016,Bin109,0.65 
T,Bin1018,Bin109,0.60 
T,Bin1028,Bin109,0.65 
T,Bin1039,Bin109,0.61 
T,Bin1049,Bin109,0.69 
T,Bin1061,Bin109,0.65 
T,Bin1062,Bin109,0.69 
T,Bin1066,Bin109,0.77 
T,Bin1075,Bin109,0.69 
T,Bin1082,Bin109,0.84 
T,Bin1085,Bin109,0.67 
T,Bin1098,Bin109,0.65 
T,Bin114,Bin111,0.60 
T,Bin225,Bin111,0.52 
T,Bin259,Bin111,0.65 
T,Bin385,Bin111,0.52 
T,Bin443,Bin111,0.61 
T,Bin444,Bin111,0.64 
T,Bin457,Bin111,0.60 
T,Bin472,Bin111,0.71 
T,Bin535,Bin111,0.60 
T,Bin604,Bin111,0.59 
T,Bin619,Bin111,0.66 
T,Bin626,Bin111,0.54 
T,Bin771,Bin111,0.64 
T,Bin807,Bin111,0.86 
T,Bin885,Bin111,0.81 
T,Bin897,Bin111,0.66 
T,Bin899,Bin111,0.63 
T,Bin1003,Bin111,0.64 
T,Bin1016,Bin111,0.88 
T,Bin1062,Bin111,0.60 
T,Bin117,Bin113,0.61 
T,Bin123,Bin113,0.57 
T,Bin142,Bin113,0.61 
T,Bin168,Bin113,0.92 
T,Bin181,Bin113,0.49 
T,Bin188,Bin113,0.93 
T,Bin270,Bin113,0.91 
T,Bin336,Bin113,0.58 
T,Bin419,Bin113,0.58 
T,Bin441,Bin113,0.95 
T,Bin510,Bin113,0.89 
T,Bin530,Bin113,0.76 
T,Bin571,Bin113,0.93 
T,Bin655,Bin113,0.89 
T,Bin776,Bin113,0.94 
T,Bin786,Bin113,0.55 
T,Bin934,Bin113,0.63 
T,Bin983,Bin113,0.87 
T,Bin1004,Bin113,0.60 
T,Bin1012,Bin113,0.60 
T,Bin117,Bin114,0.63 
T,Bin123,Bin114,0.68 
T,Bin132,Bin114,0.59 
T,Bin136,Bin114,0.68 
T,Bin155,Bin114,0.59 
T,Bin162,Bin114,0.64 
T,Bin179,Bin114,0.64 
T,Bin219,Bin114,0.73 
T,Bin225,Bin114,0.74 
T,Bin269,Bin114,0.65 
T,Bin272,Bin114,0.74 
T,Bin277,Bin114,0.61 
T,Bin334,Bin114,0.69 
T,Bin336,Bin114,0.65 
T,Bin345,Bin114,0.72 
T,Bin369,Bin114,0.72 
T,Bin372,Bin114,0.65 
T,Bin410,Bin114,0.60 
T,Bin419,Bin114,0.64 
T,Bin436,Bin114,0.63 
T,Bin441,Bin114,0.66 
T,Bin443,Bin114,0.64 
T,Bin457,Bin114,0.70 
T,Bin465,Bin114,0.55 
T,Bin492,Bin114,0.65 
T,Bin506,Bin114,0.71 
T,Bin535,Bin114,0.67 
T,Bin543,Bin114,0.58 
T,Bin595,Bin114,0.67 
T,Bin628,Bin114,0.66 
T,Bin645,Bin114,0.54 
T,Bin667,Bin114,0.71 
T,Bin670,Bin114,0.68 
T,Bin674,Bin114,0.62 
T,Bin701,Bin114,0.70 
T,Bin734,Bin114,0.56 
T,Bin757,Bin114,0.67 
T,Bin770,Bin114,0.74 
T,Bin771,Bin114,0.63 
T,Bin786,Bin114,0.68 
T,Bin793,Bin114,0.70 
T,Bin812,Bin114,0.54 
T,Bin861,Bin114,0.68 
T,Bin879,Bin114,0.65 
T,Bin890,Bin114,0.62 
T,Bin932,Bin114,0.56 
T,Bin935,Bin114,0.73 
T,Bin943,Bin114,0.73 
T,Bin949,Bin114,0.66 
T,Bin1010,Bin114,0.56 
T,Bin1012,Bin114,0.79 
T,Bin1016,Bin114,0.59 
T,Bin1044,Bin114,0.65 
T,Bin1049,Bin114,0.74 
T,Bin1066,Bin114,0.66 
T,Bin1073,Bin114,0.67 
T,Bin135,Bin115,0.70 
T,Bin152,Bin115,0.65 
T,Bin153,Bin115,0.75 
T,Bin214,Bin115,0.71 
T,Bin287,Bin115,0.70 
T,Bin291,Bin115,0.64 
T,Bin323,Bin115,0.63 
T,Bin337,Bin115,0.65 
T,Bin362,Bin115,0.62 
T,Bin544,Bin115,0.62 
T,Bin563,Bin115,0.61 
T,Bin574,Bin115,0.64 
T,Bin672,Bin115,0.65 
T,Bin679,Bin115,0.71 
T,Bin773,Bin115,0.70 
T,Bin779,Bin115,0.70 
T,Bin824,Bin115,0.68 
T,Bin836,Bin115,0.64 
T,Bin871,Bin115,0.68 
T,Bin972,Bin115,0.64 
T,Bin1048,Bin115,0.72 
T,Bin1067,Bin115,0.63 
T,Bin1088,Bin115,0.65 
T,Bin169,Bin116,0.66 
T,Bin244,Bin116,0.72 
T,Bin734,Bin116,0.71 
T,Bin890,Bin116,0.75 
T,Bin123,Bin117,0.74 
T,Bin136,Bin117,0.73 
T,Bin142,Bin117,0.70 
T,Bin146,Bin117,0.72 
T,Bin157,Bin117,0.73 
T,Bin161,Bin117,0.74 
T,Bin162,Bin117,0.84 
T,Bin168,Bin117,0.66 
T,Bin178,Bin117,0.82 
T,Bin181,Bin117,0.77 
T,Bin219,Bin117,0.68 
T,Bin246,Bin117,0.61 
T,Bin272,Bin117,0.63 
T,Bin277,Bin117,0.72 
T,Bin299,Bin117,0.80 
T,Bin328,Bin117,0.76 
T,Bin335,Bin117,0.70 
T,Bin336,Bin117,0.72 
T,Bin351,Bin117,0.73 
T,Bin354,Bin117,0.58 
T,Bin360,Bin117,0.61 
T,Bin369,Bin117,0.83 
T,Bin438,Bin117,0.67 
T,Bin439,Bin117,0.61 
T,Bin441,Bin117,0.63 
T,Bin443,Bin117,0.73 
T,Bin444,Bin117,0.51 
T,Bin445,Bin117,0.68 
T,Bin465,Bin117,0.64 
T,Bin476,Bin117,0.65 
T,Bin477,Bin117,0.61 
T,Bin486,Bin117,0.73 
T,Bin492,Bin117,0.81 
T,Bin497,Bin117,0.76 
T,Bin504,Bin117,0.62 
T,Bin510,Bin117,0.66 
T,Bin515,Bin117,0.60 
T,Bin521,Bin117,0.75 
T,Bin530,Bin117,0.68 
T,Bin535,Bin117,0.71 
T,Bin547,Bin117,0.61 
T,Bin569,Bin117,0.58 
T,Bin580,Bin117,0.50 
T,Bin585,Bin117,0.74 
T,Bin598,Bin117,0.65 
T,Bin614,Bin117,0.73 
T,Bin621,Bin117,0.66 
T,Bin624,Bin117,0.68 
T,Bin626,Bin117,0.67 
T,Bin628,Bin117,0.65 
T,Bin674,Bin117,0.61 
T,Bin692,Bin117,0.59 
T,Bin703,Bin117,0.70 
T,Bin706,Bin117,0.71 
T,Bin727,Bin117,0.72 
T,Bin728,Bin117,0.63 
T,Bin753,Bin117,0.61 
T,Bin755,Bin117,0.66 
T,Bin760,Bin117,0.64 
T,Bin771,Bin117,0.65 
T,Bin786,Bin117,0.69 
T,Bin793,Bin117,0.77 
T,Bin812,Bin117,0.72 
T,Bin827,Bin117,0.68 
T,Bin861,Bin117,0.71 
T,Bin869,Bin117,0.53 
T,Bin885,Bin117,0.60 
T,Bin897,Bin117,0.60 
T,Bin903,Bin117,0.59 
T,Bin932,Bin117,0.55 
T,Bin934,Bin117,0.68 
T,Bin935,Bin117,0.70 
T,Bin948,Bin117,0.70 
T,Bin949,Bin117,0.64 
T,Bin984,Bin117,0.58 
T,Bin1003,Bin117,0.71 
T,Bin1004,Bin117,0.68 
T,Bin1005,Bin117,0.73 
T,Bin1006,Bin117,0.64 
T,Bin1012,Bin117,0.75 
T,Bin1025,Bin117,0.64 
T,Bin1028,Bin117,0.66 
T,Bin1039,Bin117,0.66 
T,Bin1044,Bin117,0.60 
T,Bin1049,Bin117,0.76 
T,Bin1066,Bin117,0.83 
T,Bin1082,Bin117,0.77 
T,Bin1098,Bin117,0.70 
T,Bin154,Bin118,0.75 
T,Bin280,Bin118,0.71 
T,Bin281,Bin118,0.61 
T,Bin333,Bin118,0.65 
T,Bin366,Bin118,0.50 
T,Bin386,Bin118,0.73 
T,Bin390,Bin118,0.75 
T,Bin393,Bin118,0.72 
T,Bin400,Bin118,0.67 
T,Bin406,Bin118,0.67 
T,Bin410,Bin118,0.76 
T,Bin417,Bin118,0.66 
T,Bin428,Bin118,0.65 
T,Bin460,Bin118,0.67 
T,Bin493,Bin118,0.61 
T,Bin629,Bin118,0.63 
T,Bin649,Bin118,0.79 
T,Bin664,Bin118,0.76 
T,Bin764,Bin118,0.60 
T,Bin767,Bin118,0.64 
T,Bin775,Bin118,0.65 
T,Bin825,Bin118,0.74 
T,Bin850,Bin118,0.72 
T,Bin853,Bin118,0.57 
T,Bin922,Bin118,0.76 
T,Bin1021,Bin118,0.69 
T,Bin1083,Bin118,0.73 
T,Bin1070,Bin120,0.70 
T,Bin1073,Bin120,0.65 
T,Bin500,Bin121,0.87 
T,Bin578,Bin121,0.89 
T,Bin712,Bin121,0.79 
T,Bin970,Bin121,0.74 
T,Bin986,Bin121,0.87 
T,Bin136,Bin123,0.62 
T,Bin142,Bin123,0.61 
T,Bin162,Bin123,0.61 
T,Bin168,Bin123,0.54 
T,Bin178,Bin123,0.65 
T,Bin179,Bin123,0.55 
T,Bin188,Bin123,0.49 
T,Bin277,Bin123,0.57 
T,Bin328,Bin123,0.60 
T,Bin335,Bin123,0.61 
T,Bin343,Bin123,0.67 
T,Bin345,Bin123,0.66 
T,Bin351,Bin123,0.64 
T,Bin360,Bin123,0.63 
T,Bin369,Bin123,0.64 
T,Bin441,Bin123,0.55 
T,Bin443,Bin123,0.69 
T,Bin492,Bin123,0.58 
T,Bin506,Bin123,0.67 
T,Bin521,Bin123,0.55 
T,Bin535,Bin123,0.64 
T,Bin585,Bin123,0.65 
T,Bin614,Bin123,0.65 
T,Bin626,Bin123,0.57 
T,Bin628,Bin123,0.62 
T,Bin760,Bin123,0.60 
T,Bin771,Bin123,0.70 
T,Bin794,Bin123,0.58 
T,Bin861,Bin123,0.65 
T,Bin983,Bin123,0.56 
T,Bin1004,Bin123,0.76 
T,Bin1012,Bin123,0.75 
T,Bin1049,Bin123,0.56 
T,Bin1061,Bin123,0.58 
T,Bin1082,Bin123,0.61 
T,Bin1086,Bin123,0.74 
T,Bin137,Bin124,0.71 
T,Bin143,Bin124,0.55 
T,Bin157,Bin125,0.70 
T,Bin181,Bin125,0.64 
T,Bin194,Bin125,0.70 
T,Bin202,Bin125,0.65 
T,Bin219,Bin125,0.63 
T,Bin259,Bin125,0.65 
T,Bin277,Bin125,0.62 
T,Bin299,Bin125,0.55 
T,Bin334,Bin125,0.59 
T,Bin335,Bin125,0.62 
T,Bin438,Bin125,0.64 
T,Bin443,Bin125,0.65 
T,Bin585,Bin125,0.75 
T,Bin591,Bin125,0.58 
T,Bin619,Bin125,0.89 
T,Bin626,Bin125,0.60 
T,Bin665,Bin125,0.65 
T,Bin706,Bin125,0.72 
T,Bin760,Bin125,0.72 
T,Bin935,Bin125,0.59 
T,Bin989,Bin125,0.62 
T,Bin1003,Bin125,0.63 
T,Bin1028,Bin125,0.63 
T,Bin1039,Bin125,0.56 
T,Bin1049,Bin125,0.65 
T,Bin1062,Bin125,0.75 
T,Bin1082,Bin125,0.68 
T,Bin149,Bin127,0.59 
T,Bin373,Bin127,0.74 
T,Bin146,Bin128,0.76 
T,Bin161,Bin128,0.63 
T,Bin196,Bin128,0.82 
T,Bin374,Bin128,0.78 
T,Bin415,Bin128,0.71 
T,Bin416,Bin128,0.71 
T,Bin445,Bin128,0.75 
T,Bin535,Bin128,0.61 
T,Bin553,Bin128,0.80 
T,Bin585,Bin128,0.50 
T,Bin590,Bin128,0.79 
T,Bin622,Bin128,0.83 
T,Bin694,Bin128,0.84 
T,Bin727,Bin128,0.63 
T,Bin778,Bin128,0.86 
T,Bin827,Bin128,0.50 
T,Bin861,Bin128,0.51 
T,Bin949,Bin128,0.64 
T,Bin1018,Bin128,0.80 
T,Bin1061,Bin128,0.64 
T,Bin1066,Bin128,0.56 
T,Bin173,Bin129,0.49 
T,Bin697,Bin129,0.48 
T,Bin822,Bin129,0.56 
T,Bin279,Bin130,0.81 
T,Bin656,Bin130,0.87 
T,Bin746,Bin130,0.81 
T,Bin892,Bin130,0.82 
T,Bin991,Bin130,0.83 
T,Bin1046,Bin130,0.78 
T,Bin1052,Bin130,0.81 
T,Bin154,Bin132,0.72 
T,Bin246,Bin132,0.67 
T,Bin269,Bin132,0.71 
T,Bin324,Bin132,0.70 
T,Bin515,Bin132,0.63 
T,Bin769,Bin132,0.59 
T,Bin877,Bin132,0.65 
T,Bin927,Bin132,0.70 
T,Bin1081,Bin132,0.79 
T,Bin139,Bin133,0.74 
T,Bin258,Bin133,0.64 
T,Bin555,Bin133,0.66 
T,Bin596,Bin133,0.62 
T,Bin690,Bin133,0.61 
T,Bin692,Bin133,0.62 
T,Bin822,Bin133,0.66 
T,Bin874,Bin133,0.66 
T,Bin907,Bin133,0.60 
T,Bin951,Bin133,0.60 
T,Bin639,Bin134,0.49 
T,Bin670,Bin134,0.76 
T,Bin857,Bin134,0.62 
T,Bin141,Bin135,0.70 
T,Bin147,Bin135,0.74 
T,Bin152,Bin135,0.84 
T,Bin153,Bin135,0.81 
T,Bin182,Bin135,0.82 
T,Bin206,Bin135,0.71 
T,Bin214,Bin135,0.78 
T,Bin215,Bin135,0.71 
T,Bin256,Bin135,0.66 
T,Bin258,Bin135,0.76 
T,Bin287,Bin135,0.72 
T,Bin291,Bin135,0.82 
T,Bin309,Bin135,0.70 
T,Bin329,Bin135,0.82 
T,Bin330,Bin135,0.76 
T,Bin340,Bin135,0.71 
T,Bin362,Bin135,0.76 
T,Bin413,Bin135,0.82 
T,Bin421,Bin135,0.76 
T,Bin440,Bin135,0.71 
T,Bin454,Bin135,0.72 
T,Bin456,Bin135,0.80 
T,Bin484,Bin135,0.75 
T,Bin503,Bin135,0.75 
T,Bin544,Bin135,0.81 
T,Bin551,Bin135,0.75 
T,Bin561,Bin135,0.71 
T,Bin562,Bin135,0.77 
T,Bin567,Bin135,0.65 
T,Bin574,Bin135,0.82 
T,Bin623,Bin135,0.61 
T,Bin640,Bin135,0.64 
T,Bin672,Bin135,0.70 
T,Bin705,Bin135,0.58 
T,Bin723,Bin135,0.85 
T,Bin751,Bin135,0.78 
T,Bin762,Bin135,0.68 
T,Bin765,Bin135,0.74 
T,Bin773,Bin135,0.76 
T,Bin779,Bin135,0.64 
T,Bin787,Bin135,0.74 
T,Bin809,Bin135,0.56 
T,Bin811,Bin135,0.74 
T,Bin813,Bin135,0.64 
T,Bin824,Bin135,0.79 
T,Bin855,Bin135,0.74 
T,Bin873,Bin135,0.79 
T,Bin907,Bin135,0.78 
T,Bin936,Bin135,0.74 
T,Bin959,Bin135,0.78 
T,Bin960,Bin135,0.73 
T,Bin977,Bin135,0.74 
T,Bin1000,Bin135,0.76 
T,Bin1051,Bin135,0.72 
T,Bin1067,Bin135,0.68 
T,Bin1069,Bin135,0.58 
T,Bin1088,Bin135,0.84 
T,Bin1097,Bin135,0.67 
T,Bin139,Bin136,0.59 
T,Bin157,Bin136,0.58 
T,Bin161,Bin136,0.65 
T,Bin162,Bin136,0.80 
T,Bin178,Bin136,0.79 
T,Bin202,Bin136,0.72 
T,Bin272,Bin136,0.73 
T,Bin277,Bin136,0.69 
T,Bin328,Bin136,0.79 
T,Bin334,Bin136,0.69 
T,Bin335,Bin136,0.76 
T,Bin336,Bin136,0.72 
T,Bin351,Bin136,0.69 
T,Bin358,Bin136,0.78 
T,Bin369,Bin136,0.75 
T,Bin370,Bin136,0.59 
T,Bin374,Bin136,0.60 
T,Bin416,Bin136,0.63 
T,Bin438,Bin136,0.73 
T,Bin441,Bin136,0.54 
T,Bin443,Bin136,0.72 
T,Bin457,Bin136,0.64 
T,Bin486,Bin136,0.75 
T,Bin492,Bin136,0.74 
T,Bin535,Bin136,0.69 
T,Bin547,Bin136,0.53 
T,Bin585,Bin136,0.74 
T,Bin595,Bin136,0.72 
T,Bin598,Bin136,0.63 
T,Bin614,Bin136,0.63 
T,Bin621,Bin136,0.67 
T,Bin626,Bin136,0.58 
T,Bin645,Bin136,0.56 
T,Bin665,Bin136,0.62 
T,Bin674,Bin136,0.75 
T,Bin753,Bin136,0.59 
T,Bin793,Bin136,0.79 
T,Bin812,Bin136,0.68 
T,Bin827,Bin136,0.74 
T,Bin861,Bin136,0.71 
T,Bin908,Bin136,0.53 
T,Bin932,Bin136,0.58 
T,Bin935,Bin136,0.82 
T,Bin1006,Bin136,0.69 
T,Bin1012,Bin136,0.72 
T,Bin1025,Bin136,0.62 
T,Bin1028,Bin136,0.63 
T,Bin1044,Bin136,0.58 
T,Bin1049,Bin136,0.75 
T,Bin1061,Bin136,0.73 
T,Bin1066,Bin136,0.74 
T,Bin1082,Bin136,0.82 
T,Bin1098,Bin136,0.61 
T,Bin596,Bin138,0.64 
T,Bin683,Bin138,0.78 
T,Bin690,Bin138,0.58 
T,Bin814,Bin138,0.66 
T,Bin855,Bin138,0.67 
T,Bin936,Bin138,0.61 
T,Bin477,Bin139,0.62 
T,Bin585,Bin139,0.74 
T,Bin598,Bin139,0.73 
T,Bin616,Bin139,0.65 
T,Bin822,Bin139,0.73 
T,Bin874,Bin139,0.81 
T,Bin1051,Bin139,0.59 
T,Bin1082,Bin139,0.62 
T,Bin1098,Bin139,0.61 
T,Bin487,Bin140,0.73 
T,Bin575,Bin140,0.72 
T,Bin610,Bin140,0.89 
T,Bin702,Bin140,0.67 
T,Bin715,Bin140,0.67 
T,Bin732,Bin140,0.69 
T,Bin737,Bin140,0.54 
T,Bin796,Bin140,0.72 
T,Bin945,Bin140,0.69 
T,Bin963,Bin140,0.88 
T,Bin1072,Bin140,0.64 
T,Bin147,Bin141,0.74 
T,Bin182,Bin141,0.75 
T,Bin206,Bin141,0.74 
